bus;frequency;operator;osm_name;ref;carrier;v_nom;voltage;wkt_srid_4326;x;y;;;;
52_220kV;50;EnBW;Karlsruhe-Daxlanden;;substation;220.0;380000;220000;110000;SRID=4326;POINT(8.3133401659254_49.0090434643525);831.334.016.593;490.090.434.644;
56_220kV;50;EnBW;Umspannwerk_Neurott;;substation;220.0;380000;220000;SRID=4326;POINT(8.62320967451897_49.3565822492832);862.320.967.452;493.565.822.493;;
61_220kV;50;Avacon_AG;Umspannwerk_Farge;FARG;substation;220.0;110000;SRID=4326;POINT(8.51888180951659_53.2026352836834);851.888.180.952;532.026.352.837;;;
68_220kV;;RWE;Umspannwerk_Urberach;;substation;220.0;380000;220000;110000;SRID=4326;POINT(8.77244296019056_49.974668665137);877.244.296.019;499.746.686.651;
69_220kV;50;RWE;Station_Buerstadt;;substation;220.0;380000;220000;SRID=4326;POINT(8.41937105938048_49.6337356823792);841.937.105.938;496.337.356.824;;
74_220kV;50;50Hertz;Umspannwerk_Ragow;RAG;substation;220.0;380000;110000;SRID=4326;POINT(13.9024346886892_51.8747235190459);139.024.346.887;51.874.723.519;;
78_220kV;50;50Hertz_Transmission_GmbH;Umspannwerk_Remptendorf;RDF;substation;220.0;380000;220000;110000;SRID=4326;POINT(11.6463786274424_50.534876971042);116.463.786.274;50.534.876.971;
86_220kV;50;Amprion;Hanekenfaehr;;substation;220.0;380000;220000;110000;SRID=4326;POINT(7.30820430094578_52.4768353862806);730.820.430.095;524.768.353.863;
87_220kV;50;RWE;Station_Kusenhorst;;substation;220.0;380000;220000;110000;SRID=4326;POINT(7.06030699176008_51.6964760130648);706.030.699.176;516.964.760.131;
94_220kV;50;Amprion;Wehrendorf;;substation;220.0;380000;220000;110000;SRID=4326;POINT(8.30775689679575_52.3456356447783);83.077.568.968;523.456.356.448;
95_220kV;50;Amprion;Station_Westerkappeln;;substation;220.0;380000;220000;110000;SRID=4326;POINT(7.88957671235007_52.2773967624078);788.957.671.235;522.773.967.624;
96_220kV;50;;Benteler_Stahlwerk;;substation;220.0;220000;SRID=4326;POINT(7.31784994377907_52.4691114902799);731.784.994.378;524.691.114.903;;;
99_220kV;50;Amprion;Umspannwerk_Uchtelfangen;;substation;220.0;380000;220000;110000;SRID=4326;POINT(6.99647659179489_49.3754093063084);699.647.659.179;493.754.093.063;
100_220kV;50;Amprion;_Westnetz;Station_Niederstedem;substation;220.0;380000;220000;110000;SRID=4326;POINT(6.47473977006816_49.9224692993999);647.473.977.007;499.224.692.994;
104_220kV;50;RWE;Station_Buescherhof;;substation;220.0;380000;220000;SRID=4326;POINT(6.92675896360373_51.4992056838496);69.267.589.636;514.992.056.838;;
105_220kV;;RWE;Station_Niederrhein;;substation;220.0;380000;220000;110000;SRID=4326;POINT(6.68078798893986_51.6462959356851);668.078.798.894;516.462.959.357;
106_220kV;50;Amprion;Station_Hattingen;;substation;220.0;380000;220000;110000;SRID=4326;POINT(7.16721460965932_51.3899067582106);716.721.460.966;513.899.067.582;
107_220kV;50;RWE;Station_Eiberg;;substation;220.0;380000;220000;SRID=4326;POINT(7.1255729106725_51.4489772588145);712.557.291.067;514.489.772.588;;
117_220kV;;RWE;Station_Sechtem;;substation;220.0;380000;220000;110000;SRID=4326;POINT(6.97257742700703_50.795693017514);697.257.742.701;507.956.930.175;
120_220kV;50;RWE;Station_Dauersberg;;substation;220.0;380000;220000;110000;SRID=4326;POINT(7.86394571365263_50.7682419129404);786.394.571.365;507.682.419.129;
123_220kV;50;RWE;Station_Rommerskirchen;;substation;220.0;380000;220000;SRID=4326;POINT(6.70220337779745_51.0088609096753);67.022.033.778;510.088.609.097;;
124_220kV;50;;KW_Neurath;;substation;220.0;380000;220000;110000;SRID=4326;POINT(6.61240231530956_51.0359242594819);661.240.231.531;510.359.242.595;
125_220kV;;RWE;Station_Opladen;;substation;220.0;380000;220000;110000;SRID=4326;POINT(6.96568442352005_51.0693295322353);696.568.442.352;510.693.295.322;
128_220kV;50;Amprion;Station_Weissenthurm;;substation;220.0;380000;220000;110000;SRID=4326;POINT(7.44948529010545_50.4025276621126);744.948.529.011;504.025.276.621;
129_220kV;50;RWE;Station_Osterath;;substation;220.0;220000;110000;SRID=4326;POINT(6.62582790177014_51.2606098249047);662.582.790.177;512.606.098.249;;
138_220kV;;;Kraftwerk_Scholven;;generator;220.0;;SRID=4326;POINT(7.00674987859998_51.5999114220203);70.067.498.786;51.599.911.422;;;
143_220kV;;E.On_Kraftwerke_GmbH;Kraftwerk_Knepper;;generator;220.0;;SRID=4326;POINT(7.35135784054859_51.568368608134);735.135.784.055;515.683.686.081;;;
156_220kV;;;Kraftwerkschaltanlage_Knapsack_1;;substation;220.0;380000;220000;SRID=4326;POINT(6.84223115147656_50.8598647243573);684.223.115.148;508.598.647.244;;
157_220kV;50;Amprion;Station_Guetersloh;;substation;220.0;380000;220000;110000;SRID=4326;POINT(8.364229530696_51.9271204904611);83.642.295.307;519.271.204.905;
159_220kV;50;TenneT;Conneforde;CONN;substation;220.0;380000;220000;110000;SRID=4326;POINT(8.05408735442182_53.3323026933898);805.408.735.442;533.323.026.934;
160_220kV;50;EON_Netz;Kernkraftwerk_Unterweser;;substation;220.0;380000;220000;SRID=4326;POINT(8.47791063608626_53.428485468955);847.791.063.609;53.428.485.469;;
165_220kV;50;Amprion;Station_Gersteinwerk;;substation;220.0;380000;220000;110000;SRID=4326;POINT(7.70831848872651_51.6762033088437);770.831.848.873;516.762.033.088;
184_220kV;50;Amprion;Station_Utfort;;substation;220.0;380000;220000;110000;SRID=4326;POINT(6.61738109142906_51.4757909635544);661.738.109.143;514.757.909.636;
191_220kV;50;Amprion;Station_Walsum;;substation;220.0;220000;110000;SRID=4326;POINT(6.71525259691926_51.5267908666491);671.525.259.692;515.267.908.666;;
195_220kV;;;Station_Moellen;;substation;220.0;220000;SRID=4326;POINT(6.68310697663871_51.5756455059265);668.310.697.664;515.756.455.059;;;
201_220kV;50;EON_Netz;Sottrum;;substation;220.0;380000;220000;110000;SRID=4326;POINT(9.25103425143703_53.1144323051271);925.103.425.144;531.144.323.051;
220_220kV;50;TenneT;Umspannwerk_Bechterdissen;;substation;220.0;380000;220000;110000;SRID=4326;POINT(8.65937290290079_51.9996101318907);86.593.729.029;519.996.101.319;
231_220kV;50;Schluchseewerk_AG;Lastverteilung/Schaltanlage_Kuehmoos;;substation;220.0;380000;220000;SRID=4326;POINT(7.95805402328778_47.5954722640613);795.805.402.329;475.954.722.641;;
232_220kV;50;LEW;Voehringen_LEW;Station_Nr._625;substation;220.0;380000;220000;110000;SRID=4326;POINT(10.0837512706734_48.268867515302);100.837.512.707;482.688.675.153;
233_220kV;50;EnBW;Umspannwerk_Dellmensingen;;substation;220.0;380000;220000;110000;SRID=4326;POINT(9.88551509756969_48.3040743584705);988.551.509.757;483.040.743.585;
236_220kV;50;EnBW;Umspannwerk_Hoheneck_EnBW;;substation;220.0;220000;110000;SRID=4326;POINT(9.19675652645089_48.9129634380259);919.675.652.645;48.912.963.438;;
247_220kV;50;Amprion;Schaltanlage_Leupolz;;substation;220.0;380000;220000;SRID=4326;POINT(10.363384232266_47.7383368092793);103.633.842.323;477.383.368.093;;
248_220kV;;Trianel;Trianel_Kraftwerk_Luenen;;generator;220.0;;;;SRID=4326;POINT(7.46150025901999_51.6146143079042);746.150.025.902;516.146.143.079;
250_220kV;;;Gersteinwerk_Block_F;;generator;220.0;;;;SRID=4326;POINT(7.71554341949648_51.6736430744508);77.155.434.195;516.736.430.745;
251_220kV;;;Gersteinwerk_Block_G;;generator;220.0;;;;SRID=4326;POINT(7.71459453349968_51.6730996381138);77.145.945.335;516.730.996.381;
252_220kV;;;Gersteinwerk_Block_I;;generator;220.0;;;;SRID=4326;POINT(7.71270093431027_51.672663662233);771.270.093.431;516.726.636.622;
261_220kV;50;EnBW_Transportnetze_AG;380kV-Umspannwerk_Pulverdingen;;substation;220.0;380000;220000;110000;SRID=4326;POINT(9.0454349679866_48.9029620137561);904.543.496.799;489.029.620.138;
263_220kV;;Vorarlberger_Illwerke_AG;Umspannwerk_Buers;;substation;220.0;380000;220000;SRID=4326;POINT(9.81091689214732_47.142645296653);981.091.689.215;471.426.452.967;;
264_220kV;;EnBW;Umspannwerk_Herbertingen;;substation;220.0;380000;220000;110000;SRID=4326;POINT(9.42551238607291_48.0643507981263);942.551.238.607;480.643.507.981;
267_220kV;50;RWE;Station_Sankt_Peter_220_kV;;substation;220.0;220000;110000;SRID=4326;POINT(6.8018236570969_51.1247880606241);68.018.236.571;511.247.880.606;;
272_220kV;50;TenneT;Flensburg;FLEN;substation;220.0;380000;220000;110000;20000;SRID=4326;POINT(9.31819523638713_54.7160494089748);931.819.523.639;54.716.049.409
279_220kV;50;50Hertz;Umspannwerk_Roehrsdorf;ROE;substation;220.0;380000;220000;110000;SRID=4326;POINT(12.8139099116529_50.8579185114397);128.139.099.117;508.579.185.114;
281_220kV;;50Hertz;Umspannwerk_Weida;;substation;220.0;380000;220000;110000;SRID=4326;POINT(12.0449825161601_50.7812567340735);120.449.825.162;507.812.567.341;
282_220kV;50;50Hertz_Transmission;Eula;;substation;220.0;380000;220000;110000;SRID=4326;POINT(12.5182220968156_51.1570725850832);125.182.220.968;511.570.725.851;
292_220kV;50;50Hertz;Umspannwerk_Foerderstedt;MD_38;substation;220.0;220000;110000;SRID=4326;POINT(11.6441811001256_51.908512873438);116.441.811.001;519.085.128.734;;
303_220kV;;;Umspannanlage_Wuergassen;;substation;220.0;380000;220000;110000;SRID=4326;POINT(9.38765125748855_51.640733525594);938.765.125.749;516.407.335.256;
307_220kV;;;380-kV-Umspannwerk_Grossgartach;;substation;220.0;380000;220000;110000;SRID=4326;POINT(9.15135394990856_49.1433834119236);915.135.394.991;491.433.834.119;
308_220kV;;;Grafenrheinfeld;GR;substation;220.0;380000;SRID=4326;POINT(10.1878339995516_49.981219040845);101.878.339.996;499.812.190.408;;;
312_220kV;50;EnBW;Umspannwerk_Goldshoefe;;substation;220.0;380000;220000;110000;SRID=4326;POINT(10.1174866946797_48.8971053361382);101.174.866.947;488.971.053.361;
315_220kV;50;Lech-Elektrizitaetswerke;Umspannwerk_Oberottmarshausen;173A;substation;220.0;380000;220000;110000;SRID=4326;POINT(10.8408695619217_48.2380310092335);108.408.695.619;482.380.310.092;
317_220kV;50;Austrian_Power_Grid_AG;APG_Umspannwerk_Westtirol;;substation;220.0;380000;220000;110000;SRID=4326;POINT(10.8739357569814_47.2444239286028);10.873.935.757;472.444.239.286;
322_220kV;50;EnBW;220-kV-Umspannwerk_Eichstetten;;substation;220.0;220000;110000;SRID=4326;POINT(7.75186249820802_48.0964057188536);775.186.249.821;480.964.057.189;;
332_220kV;50;"TenneT_TSO_GmbH;_E.ON_Netz_GmbH";Umspannwerk_Pleinting;PT;substation;220.0;380000;220000;110000;SRID=4326;POINT(13.1034346393158_48.6667929606034);131.034.346.393;486.667.929.606;
334_220kV;;;Umspannwerk_Redwitz;RED;substation;220.0;380000;110000;SRID=4326;POINT(11.193727795361_50.1622144406172);111.937.277.954;501.622.144.406;;
336_220kV;50;TenneT_TSO_GmbH;E.ON_Netz_GmbH;Umspannwerk_Mechlenreuth;substation;220.0;380000;220000;110000;SRID=4326;POINT(11.8107025453557_50.1837655260691);118.107.025.454;501.837.655.261;
338_220kV;50;"TenneT_TSO_GmbH;_E.ON_Netz_GmbH";Schwandorf;SD;substation;220.0;380000;220000;110000;SRID=4326;POINT(12.0822544456506_49.2974477669261);120.822.544.457;492.974.477.669;
351_220kV;50;;Ingolstadt;IN;substation;220.0;380000;220000;110000;SRID=4326;POINT(11.5077305510922_48.7611239877457);115.077.305.511;487.611.239.877;
353_220kV;50;;Irsching;IRS;substation;220.0;380000;220000;110000;SRID=4326;POINT(11.5813705216127_48.7648940508515);115.813.705.216;487.648.940.509;
360_220kV;50;;Umspannanlage_Ensdorf;;substation;220.0;380000;220000;110000;SRID=4326;POINT(6.77320783777607_49.2910742103854);677.320.783.778;492.910.742.104;
362_220kV;50;;Laufenburg;;substation;220.0;380000;220000;SRID=4326;POINT(8.04936352422006_47.550881853478);804.936.352.422;475.508.818.535;;
382_220kV;50;TenneT_TSO_GmbH;Umspannwerk_Bergrheinfeld;BRF;substation;220.0;380000;220000;110000;SRID=4326;POINT(10.1602912689993_49.9891947837947);10.160.291.269;499.891.947.838;
384_220kV;50;TenneT_TSO_GmbH;E.ON_Netz_GmbH;Umspannwerk_Raitersaich;substation;220.0;380000;220000;110000;SRID=4326;POINT(10.8431177989998_49.3786926858391);10.843.117.799;493.786.926.858;
385_220kV;50;TenneT_TSO_GmbH;E.ON_Netz_GmbH;Umspannwerk_Aschaffenburg;substation;220.0;380000;220000;110000;SRID=4326;POINT(9.09051754868887_49.9700413735997);909.051.754.869;499.700.413.736;
391_220kV;50;;Kraftwerkseinspeisung_Staudinger;;substation;220.0;220000;110000;SRID=4326;POINT(8.95464412133747_50.0860157333265);895.464.412.134;500.860.157.333;;
403_220kV;50;Amprion;Tiengen;;substation;220.0;380000;220000;110000;SRID=4326;POINT(8.25885994832776_47.6342116213731);825.885.994.833;476.342.116.214;
404_220kV;;;Betznau;;substation;220.0;380000;220000;SRID=4326;POINT(8.23209442033504_47.5561434831307);823.209.442.034;475.561.434.831;;
413_220kV;50;EnBW;Umspannwerk_Wiesloch;;substation;220.0;380000;220000;110000;SRID=4326;POINT(8.67371728898445_49.2904393851271);867.371.728.898;492.904.393.851;
421_220kV;50;;Umspannwerk_Hueffenhardt;;substation;220.0;380000;220000;110000;SRID=4326;POINT(9.09183529743294_49.2946188662059);909.183.529.743;492.946.188.662;
450_220kV;50;RWE;DSW_21;_AVU;substation;220.0;380000;220000;110000;SRID=4326;POINT(7.41670791195847_51.4570521583476);741.670.791.196;514.570.521.583;
458_220kV;50;Amprion;Haarstrang_Ost;;auxillary_T_node;220.0;220000;SRID=4326;POINT(7.41946378046051_51.4575100936229);741.946.378.046;514.575.100.936;;;
